mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_p,param_weights,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.014079022407531738,0.0012655458508471192,0.06613996028900146,0.0019494049693207075,2,1,uniform,0.7091836734693878,0.7295918367346939,0.7040816326530612,0.7244897959183674,0.6989795918367347,0.7091836734693878,0.7025641025641025,0.723076923076923,0.717948717948718,0.7025641025641025,0.7121664050235479,0.010244235290270047,13
0.014023327827453613,0.0011965945004006654,0.060148882865905764,0.002865053038640679,2,1,distance,0.7295918367346939,0.7244897959183674,0.7397959183673468,0.7448979591836735,0.7346938775510203,0.7346938775510203,0.7435897435897437,0.7128205128205128,0.7282051282051283,0.7333333333333333,0.732611198325484,0.00904692292000231,7
0.013588404655456543,0.0006648237627540217,0.06461739540100098,0.0022793520508541283,2,2,uniform,0.7295918367346939,0.7091836734693878,0.6632653061224489,0.6632653061224489,0.6938775510204082,0.6428571428571429,0.7282051282051283,0.6666666666666666,0.7128205128205128,0.6923076923076923,0.6902040816326531,0.0285171176321034,18
0.013746094703674317,0.0006198518728590482,0.059824132919311525,0.002352682458154757,2,2,distance,0.6683673469387755,0.6887755102040817,0.6887755102040817,0.6938775510204082,0.7244897959183674,0.6938775510204082,0.723076923076923,0.676923076923077,0.6923076923076923,0.717948717948718,0.6968419675562533,0.018094217559934653,16
0.013789868354797364,0.0006048460612666715,0.06851119995117187,0.003632082507795731,5,1,uniform,0.7704081632653061,0.7755102040816326,0.7295918367346939,0.7244897959183674,0.7397959183673468,0.7448979591836735,0.7743589743589745,0.7282051282051283,0.7487179487179487,0.7538461538461538,0.7489822082679225,0.018273300210778838,2
0.01501028537750244,0.0024946992024793353,0.05889413356781006,0.0022434197135632328,5,1,distance,0.7857142857142857,0.760204081632653,0.7397959183673468,0.7244897959183674,0.7346938775510203,0.7704081632653061,0.7794871794871795,0.7384615384615385,0.7589743589743589,0.7538461538461538,0.7546075353218209,0.019159764722878975,1
0.014239335060119629,0.0010344285025497089,0.06742064952850342,0.0018409469767882753,5,2,uniform,0.7346938775510203,0.7653061224489794,0.7142857142857143,0.7244897959183674,0.673469387755102,0.7397959183673468,0.7897435897435896,0.7333333333333333,0.7076923076923077,0.7384615384615385,0.73212715855573,0.029903037289547282,8
0.013637757301330567,0.0005035616729389551,0.05857295989990234,0.0007112603878637478,5,2,distance,0.7346938775510203,0.760204081632653,0.7397959183673468,0.7295918367346939,0.6785714285714286,0.7346938775510203,0.8102564102564103,0.7589743589743589,0.7128205128205128,0.7435897435897437,0.7403192046049188,0.0322380784668039,4
0.01371438503265381,0.0004811170556983402,0.06558053493499756,0.0016837219888150253,10,1,uniform,0.7448979591836735,0.7397959183673468,0.6938775510204082,0.7448979591836735,0.7193877551020408,0.75,0.7538461538461538,0.7282051282051283,0.7384615384615385,0.723076923076923,0.7336446886446886,0.0170758869358525,6
0.013609194755554199,0.0008063258217258606,0.060466980934143065,0.0045315215086279784,10,1,distance,0.7806122448979592,0.7295918367346939,0.7244897959183674,0.7448979591836735,0.7346938775510203,0.760204081632653,0.7538461538461538,0.7435897435897437,0.7538461538461538,0.723076923076923,0.7448848770277342,0.017037279981196352,3
0.013028788566589355,0.0005855138788560714,0.0632831335067749,0.001897948574201112,10,2,uniform,0.7397959183673468,0.7346938775510203,0.7091836734693878,0.7346938775510203,0.6836734693877551,0.6938775510204082,0.7692307692307693,0.717948717948718,0.7384615384615385,0.7128205128205128,0.7234379905808478,0.023758667026793547,9
0.013672685623168946,0.00047016698977150304,0.05988900661468506,0.0020896980927155432,10,2,distance,0.7653061224489794,0.7346938775510203,0.7448979591836735,0.7346938775510203,0.6938775510204082,0.7142857142857143,0.7948717948717948,0.717948717948718,0.7435897435897437,0.723076923076923,0.7367242281527996,0.026829736096947873,5
0.01370997428894043,0.0007451340430615235,0.06588187217712402,0.001931224172792935,25,1,uniform,0.7091836734693878,0.7295918367346939,0.6887755102040817,0.7142857142857143,0.7193877551020408,0.7142857142857143,0.723076923076923,0.717948717948718,0.717948717948718,0.7025641025641025,0.7137048665620094,0.010840905967420345,11
0.0139862060546875,0.0014161824182612357,0.06194958686828613,0.004167497820786549,25,1,distance,0.7244897959183674,0.7244897959183674,0.7040816326530612,0.7244897959183674,0.7346938775510203,0.7244897959183674,0.7384615384615385,0.723076923076923,0.723076923076923,0.7025641025641025,0.7223914181057038,0.010754173857031249,10
0.01338958740234375,0.0008750384239998971,0.06606700420379638,0.0016013190836194906,25,2,uniform,0.6938775510204082,0.7142857142857143,0.6836734693877551,0.7244897959183674,0.6989795918367347,0.6887755102040817,0.7076923076923077,0.717948717948718,0.723076923076923,0.717948717948718,0.7070748299319728,0.014037089679802533,14
0.013642454147338867,0.0007319947250723467,0.06146862506866455,0.0023167314124601735,25,2,distance,0.7040816326530612,0.7040816326530612,0.6989795918367347,0.7244897959183674,0.7040816326530612,0.6887755102040817,0.7128205128205128,0.7282051282051283,0.7333333333333333,0.723076923076923,0.7121925693354265,0.013761259060607009,12
0.01337740421295166,0.0008843147803770786,0.06621108055114747,0.0012779535202889789,50,1,uniform,0.6785714285714286,0.6989795918367347,0.6428571428571429,0.673469387755102,0.6836734693877551,0.6836734693877551,0.7076923076923077,0.6974358974358974,0.7128205128205128,0.7076923076923077,0.6886865515436945,0.019929520377981763,19
0.0141448974609375,0.0016786945016522056,0.06118340492248535,0.002543362353000642,50,1,distance,0.6938775510204082,0.7193877551020408,0.6632653061224489,0.6836734693877551,0.7040816326530612,0.6938775510204082,0.717948717948718,0.7025641025641025,0.7282051282051283,0.723076923076923,0.7029958137100994,0.01910644553026079,15
0.013394975662231445,0.0007411249657617722,0.06707582473754883,0.001479076646441268,50,2,uniform,0.6683673469387755,0.6938775510204082,0.6581632653061225,0.7142857142857143,0.673469387755102,0.673469387755102,0.6923076923076923,0.7128205128205128,0.6820512820512821,0.6871794871794872,0.6855991627420199,0.01742546392543415,20
0.013597607612609863,0.0007020405341214579,0.06426167488098145,0.00416548476935247,50,2,distance,0.6785714285714286,0.7091836734693878,0.6632653061224489,0.7142857142857143,0.6785714285714286,0.6836734693877551,0.6974358974358974,0.723076923076923,0.6820512820512821,0.7025641025641025,0.6932679225536369,0.017992841924707546,17
0.013119244575500488,0.0005803094252057857,0.06820740699768066,0.0017224452462130983,75,1,uniform,0.673469387755102,0.6989795918367347,0.6275510204081632,0.6530612244897959,0.6683673469387755,0.6836734693877551,0.6717948717948717,0.6871794871794872,0.6820512820512821,0.6820512820512821,0.672817896389325,0.01907809854720342,23
0.013347721099853516,0.0006879225270222019,0.06304919719696045,0.0022268222824291225,75,1,distance,0.6785714285714286,0.7193877551020408,0.6377551020408163,0.6581632653061225,0.6785714285714286,0.6785714285714286,0.6871794871794872,0.7025641025641025,0.6871794871794872,0.7076923076923077,0.683563579277865,0.022519089271335786,21
0.013656377792358398,0.0006593002982613203,0.06980271339416504,0.0027716411544312994,75,2,uniform,0.6632653061224489,0.673469387755102,0.6428571428571429,0.673469387755102,0.6785714285714286,0.6479591836734694,0.6871794871794872,0.6871794871794872,0.6564102564102564,0.6820512820512821,0.6692412349555207,0.015099198375658752,24
0.013714337348937988,0.0009356803610705662,0.062053775787353514,0.0016131575706375492,75,2,distance,0.673469387755102,0.6836734693877551,0.6428571428571429,0.6785714285714286,0.6836734693877551,0.6683673469387755,0.6923076923076923,0.6974358974358974,0.6666666666666666,0.6871794871794872,0.6774201988487704,0.014848729928037933,22
0.01388852596282959,0.00048718037372029455,0.07263362407684326,0.003095298804963042,100,1,uniform,0.6581632653061225,0.6632653061224489,0.6377551020408163,0.6479591836734694,0.6683673469387755,0.6581632653061225,0.6666666666666666,0.6666666666666666,0.6615384615384615,0.6666666666666666,0.6595211930926217,0.009277102388436766,27
0.013570189476013184,0.000987112959415428,0.06652095317840576,0.00429494327216978,100,1,distance,0.673469387755102,0.6683673469387755,0.6479591836734694,0.6530612244897959,0.673469387755102,0.6632653061224489,0.6717948717948717,0.6820512820512821,0.6666666666666666,0.6871794871794872,0.6687284144427001,0.011328487175980832,25
0.014332723617553712,0.0017221899719367737,0.0698655128479004,0.0021200472867885212,100,2,uniform,0.6530612244897959,0.6479591836734694,0.6326530612244898,0.6581632653061225,0.6683673469387755,0.6581632653061225,0.676923076923077,0.676923076923077,0.6410256410256411,0.6666666666666666,0.6579905808477238,0.013980760930552638,28
0.01379842758178711,0.0007619963255499704,0.06494131088256835,0.0021394794771701095,100,2,distance,0.6530612244897959,0.6530612244897959,0.6428571428571429,0.6683673469387755,0.6785714285714286,0.6581632653061225,0.676923076923077,0.6820512820512821,0.6461538461538462,0.676923076923077,0.6636132914704345,0.013887592086167447,26
